,date,USDSGD,USDCNY,USDEUR,USDGBP,USDCHF,USDJPY,USDGOLD,USDAUD,USDBRL,USDCAD,USDHKD,USDINR,USDNOK,USDTRY,USDNZD,USDMXN,USDRUB,USDSEK,USDKRW,USDPNL,USDZAR,USDARS
1187,18/01/2018 00:00,1.321,6.42,0.817,0.72,0.959,111.031,1326.6,1.25,3.206,1.241,7.817,63.877,7.842,3.771,1.369,18.605,56.531,8.018,1070.54,3.399,12.13,18.878
1188,19/01/2018 00:00,1.321,6.406,0.818,0.722,0.964,110.806,1331.9,1.252,3.196,1.249,7.816,63.842,7.864,3.806,1.374,18.63,56.745,8.052,1067.83,3.415,12.171,18.989
1189,22/01/2018 00:00,1.319,6.407,0.815,0.715,0.962,110.898,1330.9,1.248,3.202,1.245,7.819,63.889,7.855,3.776,1.365,18.708,56.49,8.021,1069.73,3.398,12.052,19.136
1190,23/01/2018 00:00,1.317,6.405,0.813,0.714,0.958,110.257,1335.7,1.251,3.237,1.242,7.818,63.76,7.826,3.767,1.36,18.695,56.378,8.009,1073.81,3.389,12.032,19.334
1191,24/01/2018 00:00,1.308,6.371,0.806,0.702,0.946,109.203,1355.7,1.24,3.147,1.234,7.818,63.581,7.751,3.741,1.362,18.511,56.159,7.929,1065.23,3.347,11.868,19.646
1192,25/01/2018 00:00,1.312,6.325,0.808,0.708,0.943,109.579,1362.4,1.248,3.148,1.238,7.818,63.52,7.749,3.759,1.369,18.615,55.916,7.931,1066.2,3.346,11.911,19.571
1193,26/01/2018 00:00,1.307,6.316,0.805,0.706,0.934,108.61,1351.6,1.233,3.151,1.232,7.818,63.605,7.69,3.751,1.361,18.491,56.246,7.868,1064.35,3.325,11.863,19.549
1194,29/01/2018 00:00,1.311,6.338,0.808,0.711,0.938,108.982,1339.8,1.236,3.155,1.233,7.818,63.673,7.713,3.791,1.366,18.605,56.317,7.888,1070.95,3.348,11.963,19.566
1195,30/01/2018 00:00,1.312,6.324,0.806,0.707,0.934,108.772,1336.1,1.237,3.181,1.234,7.821,63.78,7.72,3.779,1.364,18.751,56.322,7.89,1073.49,3.352,11.978,19.631
1196,31/01/2018 00:00,1.312,6.288,0.806,0.704,0.932,109.225,1338.2,1.241,3.186,1.231,7.823,63.671,7.713,3.757,1.357,18.597,56.234,7.883,1070.01,3.345,11.863,19.637
1197,01/02/2018 00:00,1.309,6.302,0.8,0.701,0.927,109.426,1344.3,1.244,3.168,1.227,7.82,63.892,7.645,3.732,1.352,18.342,55.98,7.845,1071.94,3.323,11.85,19.359
1198,02/02/2018 00:00,1.32,6.304,0.803,0.708,0.931,110.155,1333.7,1.262,3.218,1.243,7.82,64.22,7.736,3.769,1.37,18.596,56.543,7.903,1089.95,3.348,12.087,19.467
1199,05/02/2018 00:00,1.322,6.289,0.807,0.716,0.932,109.11,1333.8,1.269,3.262,1.253,7.821,64.325,7.83,3.787,1.374,18.816,57.306,7.971,1094.11,3.358,12.124,19.47
1200,06/02/2018 00:00,1.318,6.282,0.808,0.717,0.936,109.583,1326.1,1.265,3.235,1.25,7.818,64.21,7.814,3.769,1.362,18.595,56.857,7.951,1080.04,3.358,11.93,19.555
1201,07/02/2018 00:00,1.326,6.27,0.816,0.721,0.944,109.352,1310.5,1.28,3.271,1.257,7.818,64.21,7.914,3.806,1.384,18.783,57.823,8.085,1090.36,3.402,12.063,19.685
1202,08/02/2018 00:00,1.333,6.329,0.816,0.718,0.936,108.793,1316.9,1.286,3.286,1.26,7.823,64.45,7.929,3.827,1.386,18.882,58.413,8.115,1096.81,3.423,12.159,19.966
1203,09/02/2018 00:00,1.328,6.289,0.816,0.723,0.94,108.813,1313.8,1.28,3.294,1.258,7.818,64.221,7.963,3.82,1.378,18.703,58.366,8.082,1084.8,3.418,11.997,19.984
1204,12/02/2018 00:00,1.323,6.331,0.814,0.723,0.94,108.676,1324.2,1.273,3.296,1.259,7.819,64.304,7.917,3.799,1.378,18.617,57.788,8.066,1083.09,3.391,11.934,19.98
1205,13/02/2018 00:00,1.323,6.341,0.81,0.72,0.935,107.829,1328.1,1.273,3.295,1.259,7.822,64.265,7.878,3.81,1.375,18.661,57.657,8.031,1085.73,3.375,11.969,19.993
1206,14/02/2018 00:00,1.314,6.348,0.803,0.714,0.929,106.98,1354.8,1.262,3.218,1.249,7.823,64.038,7.797,3.781,1.357,18.562,56.731,7.955,1070.37,3.336,11.709,19.898
1207,15/02/2018 00:00,1.309,6.348,0.8,0.709,0.922,106.095,1352.1,1.259,3.228,1.248,7.82,63.93,7.768,3.767,1.351,18.502,56.492,7.934,1063.99,3.323,11.62,19.654
1208,16/02/2018 00:00,1.311,6.346,0.806,0.713,0.927,106.267,1353.2,1.265,3.23,1.255,7.821,64.43,7.781,3.746,1.353,18.519,56.413,7.967,1066.9,3.351,11.627,19.761
1209,19/02/2018 00:00,1.313,6.348,0.806,0.714,0.929,106.575,1346.0,1.263,3.235,1.256,7.822,64.515,7.78,3.758,1.356,18.533,56.396,7.987,1067.43,3.332,11.672,19.899
1210,20/02/2018 00:00,1.319,6.346,0.811,0.714,0.936,107.309,1329.3,1.269,3.256,1.264,7.824,64.88,7.842,3.799,1.362,18.71,56.55,8.096,1074.26,3.363,11.728,19.885
1211,21/02/2018 00:00,1.324,6.352,0.815,0.719,0.939,107.751,1330.0,1.282,3.269,1.27,7.825,64.905,7.873,3.791,1.368,18.836,56.75,8.123,1076.09,3.397,11.678,19.903
1212,22/02/2018 00:00,1.319,6.35,0.811,0.716,0.933,106.762,1330.6,1.275,3.25,1.27,7.825,64.962,7.85,3.784,1.362,18.593,56.515,8.117,1080.49,3.39,11.665,19.947
1213,23/02/2018 00:00,1.319,6.336,0.813,0.716,0.937,106.877,1328.2,1.276,3.238,1.263,7.823,64.845,7.851,3.791,1.371,18.542,56.166,8.172,1076.8,3.394,11.552,19.964
1214,26/02/2018 00:00,1.316,6.317,0.812,0.716,0.938,106.974,1330.7,1.274,3.224,1.268,7.824,64.802,7.822,3.788,1.37,18.675,55.658,8.155,1070.65,3.385,11.556,20.172
1215,27/02/2018 00:00,1.324,6.316,0.817,0.719,0.939,107.36,1315.5,1.284,3.253,1.278,7.827,64.925,7.872,3.816,1.382,18.844,56.232,8.227,1081.43,3.411,11.723,20.219
1216,28/02/2018 00:00,1.325,6.332,0.82,0.727,0.945,106.697,1315.5,1.288,3.247,1.283,7.825,65.26,7.905,3.803,1.387,18.835,56.356,8.293,1086.11,3.425,11.8,20.114
1217,01/03/2018 00:00,1.323,6.357,0.815,0.726,0.942,106.16,1302.9,1.289,3.251,1.283,7.828,65.175,7.84,3.808,1.378,18.851,56.825,8.244,1082.76,3.413,11.874,20.148
1218,02/03/2018 00:00,1.32,6.349,0.812,0.725,0.938,105.749,1321.1,1.288,3.253,1.289,7.831,65.185,7.788,3.807,1.381,18.811,56.804,8.253,1079.74,3.4,11.924,20.26
1219,05/03/2018 00:00,1.318,6.349,0.811,0.722,0.94,106.181,1318.3,1.288,3.243,1.298,7.831,65.008,7.818,3.81,1.384,18.795,56.437,8.263,1077.71,3.397,11.831,20.202
1220,06/03/2018 00:00,1.316,6.31,0.805,0.72,0.939,105.684,1333.6,1.28,3.21,1.292,7.834,64.835,7.769,3.794,1.371,18.793,56.682,8.207,1064.05,3.374,11.787,20.316
1221,07/03/2018 00:00,1.314,6.326,0.806,0.719,0.944,106.092,1326.0,1.278,3.244,1.291,7.835,64.904,7.812,3.803,1.373,18.706,56.838,8.226,1067.24,3.39,11.832,20.374
1222,08/03/2018 00:00,1.317,6.342,0.812,0.724,0.951,106.269,1319.9,1.284,3.268,1.289,7.841,65.098,7.84,3.823,1.377,18.646,57.104,8.266,1074.18,3.414,11.902,20.336
1223,09/03/2018 00:00,1.317,6.334,0.813,0.722,0.951,106.815,1322.4,1.274,3.255,1.281,7.837,64.985,7.778,3.811,1.373,18.616,56.661,8.245,1065.38,3.408,11.814,20.238
1224,12/03/2018 00:00,1.313,6.331,0.811,0.719,0.948,106.426,1319.6,1.271,3.262,1.284,7.84,64.975,7.746,3.845,1.371,18.586,56.903,8.239,1064.9,3.408,11.824,20.189
1225,13/03/2018 00:00,1.312,6.321,0.807,0.716,0.944,106.464,1326.1,1.272,3.26,1.295,7.84,64.848,7.736,3.871,1.365,18.6,57.075,8.214,1067.22,3.398,11.802,20.205
1226,14/03/2018 00:00,1.31,6.317,0.809,0.716,0.945,106.344,1324.4,1.27,3.26,1.296,7.84,64.953,7.731,3.883,1.368,18.588,57.04,8.185,1064.13,3.397,11.774,20.227
1227,15/03/2018 00:00,1.314,6.322,0.813,0.717,0.951,106.322,1316.8,1.283,3.285,1.306,7.842,65.003,7.714,3.895,1.375,18.702,57.44,8.18,1069.77,3.423,11.9,20.316
1228,16/03/2018 00:00,1.318,6.332,0.813,0.717,0.952,105.668,1311.3,1.296,3.28,1.31,7.843,65.06,7.716,3.92,1.386,18.69,57.521,8.194,1070.39,3.434,11.973,20.173
1229,19/03/2018 00:00,1.316,6.332,0.811,0.713,0.952,106.072,1316.8,1.296,3.286,1.308,7.843,65.22,7.723,3.94,1.381,18.715,57.735,8.165,1073.26,3.424,12.017,20.196
1230,20/03/2018 00:00,1.319,6.334,0.816,0.714,0.956,106.523,1311.0,1.301,3.312,1.307,7.845,65.242,7.746,3.934,1.393,18.761,57.555,8.22,1071.72,3.454,11.972,20.249
1231,21/03/2018 00:00,1.313,6.322,0.81,0.707,0.949,106.024,1320.7,1.288,3.274,1.29,7.845,65.07,7.692,3.91,1.384,18.444,56.853,8.191,1064.98,3.427,11.832,20.264
1232,22/03/2018 00:00,1.316,6.335,0.812,0.709,0.948,104.815,1326.6,1.3,3.315,1.293,7.848,65.17,7.742,3.961,1.386,18.667,57.228,8.248,1080.79,3.428,11.845,20.215
1233,23/03/2018 00:00,1.316,6.311,0.809,0.707,0.947,104.183,1349.3,1.299,3.312,1.289,7.846,65.08,7.758,3.982,1.383,18.525,57.233,8.248,1083.66,3.423,11.73,20.176
1234,26/03/2018 00:00,1.309,6.273,0.803,0.703,0.945,105.463,1354.4,1.291,3.312,1.285,7.846,64.705,7.676,3.966,1.37,18.347,57.224,8.193,1075.51,3.392,11.649,20.163
1235,27/03/2018 00:00,1.31,6.282,0.806,0.706,0.946,105.381,1341.3,1.301,3.329,1.288,7.846,64.905,7.718,3.981,1.375,18.39,57.394,8.231,1075.01,3.396,11.651,20.155
1236,28/03/2018 00:00,1.312,6.298,0.812,0.71,0.957,106.794,1324.7,1.305,3.322,1.292,7.848,65.115,7.86,4.012,1.387,18.303,57.77,8.357,1064.48,3.415,11.769,20.147
1237,29/03/2018 00:00,1.312,6.29,0.813,0.713,0.956,106.467,1322.0,1.303,3.306,1.288,7.849,65.045,7.839,3.945,1.383,18.179,57.276,8.362,1063.04,3.422,11.832,20.134
1238,03/04/2018 00:00,1.312,6.29,0.815,0.711,0.959,106.643,1332.8,1.302,3.341,1.281,7.848,64.93,7.841,3.989,1.379,18.232,57.616,8.396,1054.94,3.419,11.829,20.171
1239,04/04/2018 00:00,1.312,6.304,0.814,0.71,0.961,106.733,1335.7,1.296,3.33,1.277,7.849,65.019,7.823,3.999,1.368,18.106,57.43,8.4,1058.43,3.42,11.879,20.17
1240,05/04/2018 00:00,1.316,6.306,0.817,0.714,0.963,107.378,1325.2,1.302,3.345,1.275,7.849,64.85,7.83,4.047,1.375,18.209,57.614,8.419,1062.67,3.428,11.977,20.187
1241,06/04/2018 00:00,1.315,6.302,0.813,0.71,0.959,106.93,1325.2,1.302,3.37,1.28,7.849,64.92,7.829,4.046,1.376,18.288,58.155,8.39,1070.44,3.417,12.032,20.159
1242,09/04/2018 00:00,1.312,6.309,0.812,0.708,0.956,106.751,1336.3,1.299,3.421,1.271,7.851,64.92,7.79,4.073,1.368,18.352,60.631,8.366,1069.83,3.404,12.092,20.187
1243,10/04/2018 00:00,1.309,6.282,0.809,0.705,0.957,107.211,1342.0,1.288,3.406,1.26,7.85,64.935,7.796,4.112,1.358,18.277,63.066,8.306,1064.76,3.391,12.035,20.147
1244,11/04/2018 00:00,1.31,6.269,0.808,0.705,0.958,106.81,1356.5,1.289,3.375,1.258,7.85,65.195,7.764,4.14,1.36,18.226,62.416,8.325,1066.78,3.383,11.949,20.156
1245,12/04/2018 00:00,1.312,6.292,0.811,0.703,0.963,107.304,1338.4,1.289,3.414,1.259,7.85,65.288,7.772,4.113,1.355,18.191,62.006,8.406,1070.94,3.39,12.062,20.202
1246,13/04/2018 00:00,1.312,6.275,0.81,0.702,0.962,107.345,1344.8,1.288,3.423,1.262,7.849,65.206,7.776,4.096,1.359,18.045,62.024,8.474,1071.59,3.379,12.086,20.183
1247,16/04/2018 00:00,1.31,6.295,0.808,0.697,0.96,107.139,1347.0,1.285,3.422,1.257,7.85,65.441,7.77,4.096,1.358,18.005,61.174,8.418,1070.65,3.356,12.047,20.219
1248,17/04/2018 00:00,1.311,6.283,0.808,0.7,0.966,107.033,1347.2,1.287,3.406,1.256,7.85,65.683,7.762,4.097,1.363,18.052,61.535,8.406,1067.1,3.365,11.985,20.17
1249,18/04/2018 00:00,1.31,6.274,0.808,0.704,0.969,107.213,1351.2,1.285,3.381,1.263,7.849,65.736,7.761,4.01,1.365,18.076,60.868,8.402,1065.09,3.365,11.932,20.124
1250,19/04/2018 00:00,1.311,6.279,0.81,0.71,0.971,107.364,1346.8,1.294,3.389,1.267,7.848,66.04,7.791,4.042,1.376,18.445,60.985,8.406,1067.08,3.374,11.958,20.157
1251,20/04/2018 00:00,1.316,6.297,0.812,0.714,0.974,107.685,1336.5,1.303,3.413,1.278,7.845,66.207,7.823,4.076,1.388,18.53,61.387,8.446,1071.1,3.395,12.104,20.168
1252,23/04/2018 00:00,1.325,6.317,0.819,0.717,0.978,108.697,1322.5,1.315,3.453,1.285,7.842,66.554,7.887,4.11,1.399,18.947,61.861,8.521,1081.22,3.442,12.345,20.236
1253,24/04/2018 00:00,1.322,6.306,0.817,0.715,0.979,108.812,1331.6,1.315,3.474,1.283,7.846,66.418,7.902,4.085,1.406,18.802,61.546,8.51,1077.2,3.439,12.326,20.26
1254,25/04/2018 00:00,1.329,6.326,0.822,0.718,0.984,109.384,1321.2,1.321,3.485,1.284,7.847,66.918,7.971,4.08,1.415,18.84,62.418,8.563,1082.3,3.476,12.45,20.25
1255,26/04/2018 00:00,1.328,6.36,0.826,0.719,0.989,109.292,1316.3,1.324,3.475,1.287,7.846,66.89,7.994,4.071,1.416,18.817,62.738,8.66,1077.72,3.493,12.404,20.549
1256,27/04/2018 00:00,1.324,6.333,0.823,0.726,0.988,109.015,1320.3,1.319,3.457,1.284,7.848,66.505,7.962,4.044,1.413,18.617,62.126,8.657,1067.74,3.471,12.328,20.517
1257,30/04/2018 00:00,1.326,6.334,0.828,0.726,0.991,109.267,1316.2,1.328,3.507,1.284,7.849,66.5,8.015,4.062,1.421,18.718,62.966,8.746,1070.595,3.51,12.461,20.531
1258,01/05/2018 00:00,1.333,6.355,0.834,0.734,0.997,109.855,1303.8,1.335,3.508,1.285,7.849,66.92,8.091,4.101,1.427,18.951,63.711,8.849,1078.195,3.565,12.655,20.706
1259,02/05/2018 00:00,1.335,6.362,0.836,0.737,0.998,109.816,1302.6,1.334,3.552,1.287,7.85,67.1,8.117,4.18,1.43,19.092,63.997,8.913,1079.64,3.572,12.695,21.181
1260,03/05/2018 00:00,1.331,6.354,0.834,0.737,0.998,109.185,1310.8,1.328,3.526,1.285,7.849,66.82,8.048,4.217,1.42,19.053,63.002,8.812,1075.235,3.561,12.584,22.254
1261,04/05/2018 00:00,1.334,6.361,0.835,0.739,1.0,108.695,1312.2,1.327,3.53,1.286,7.85,66.87,8.053,4.23,1.425,19.271,62.596,8.799,1073.35,3.553,12.499,21.826
1262,07/05/2018 00:00,1.336,6.367,0.839,0.738,1.003,109.083,1312.2,1.331,3.553,1.289,7.85,67.145,8.069,4.266,1.426,19.457,62.922,8.829,1079.65,3.574,12.539,21.945
1263,08/05/2018 00:00,1.34,6.371,0.843,0.738,1.002,109.062,1312.0,1.342,3.564,1.295,7.85,67.173,8.134,4.336,1.434,19.566,63.211,8.814,1078.72,3.608,12.584,22.354
1264,09/05/2018 00:00,1.346,6.362,0.844,0.738,1.005,109.723,1311.6,1.34,3.594,1.285,7.85,67.339,8.077,4.287,1.441,19.583,63.044,8.704,1079.035,3.597,12.558,22.683
1265,10/05/2018 00:00,1.338,6.349,0.839,0.74,1.003,109.41,1320.8,1.328,3.551,1.277,7.85,67.252,8.0,4.237,1.436,19.221,61.736,8.644,1065.33,3.565,12.302,22.697
1266,11/05/2018 00:00,1.336,6.334,0.836,0.738,1.0,109.405,1319.3,1.326,3.599,1.28,7.85,67.393,8.002,4.313,1.435,19.422,61.9,8.601,1066.795,3.573,12.254,22.987
1267,14/05/2018 00:00,1.336,6.339,0.839,0.738,1.001,109.695,1316.5,1.329,3.622,1.28,7.85,67.836,8.037,4.366,1.447,19.609,61.855,8.644,1070.35,3.583,12.332,25.004
1268,15/05/2018 00:00,1.345,6.37,0.845,0.74,1.001,110.336,1288.9,1.339,3.655,1.287,7.85,68.15,8.118,4.444,1.458,19.68,62.291,8.685,1080.435,3.628,12.563,24.062
1269,16/05/2018 00:00,1.34,6.372,0.847,0.74,1.001,110.294,1290.2,1.33,3.676,1.279,7.85,67.73,8.077,4.414,1.449,19.57,61.705,8.702,1077.095,3.617,12.445,24.269
1270,17/05/2018 00:00,1.342,6.367,0.848,0.74,1.001,110.751,1288.2,1.331,3.697,1.28,7.85,67.82,8.12,4.461,1.453,19.727,62.146,8.733,1082.38,3.642,12.603,24.311
1271,18/05/2018 00:00,1.343,6.378,0.848,0.742,0.998,110.765,1290.2,1.331,3.737,1.291,7.85,68.01,8.115,4.491,1.446,19.953,62.23,8.753,1079.395,3.655,12.771,24.362
1272,21/05/2018 00:00,1.34,6.382,0.848,0.745,0.997,111.028,1290.2,1.318,3.675,1.278,7.849,68.414,8.049,4.574,1.439,19.826,61.629,8.671,1077.195,3.638,12.664,24.371
1273,22/05/2018 00:00,1.339,6.367,0.849,0.744,0.993,110.902,1291.7,1.32,3.648,1.282,7.85,68.085,8.059,4.673,1.441,19.774,61.233,8.684,1077.165,3.636,12.559,24.282
1274,23/05/2018 00:00,1.343,6.39,0.854,0.749,0.995,109.94,1288.5,1.322,3.628,1.284,7.849,68.319,8.093,4.557,1.444,19.631,61.32,8.762,1076.64,3.677,12.458,24.477
1275,24/05/2018 00:00,1.339,6.378,0.853,0.747,0.991,109.231,1303.4,1.32,3.649,1.288,7.847,68.63,8.1,4.737,1.443,19.568,61.58,8.758,1081.49,3.678,12.428,24.578
1276,25/05/2018 00:00,1.342,6.388,0.858,0.751,0.99,109.445,1302.6,1.324,3.655,1.297,7.846,67.73,8.172,4.708,1.446,19.534,62.22,8.765,1077.795,3.698,12.494,24.584
1277,28/05/2018 00:00,1.343,6.399,0.86,0.751,0.994,109.372,1296.8,1.325,3.735,1.3,7.845,67.44,8.196,4.582,1.441,19.603,62.325,8.825,1074.475,3.699,12.466,24.742
1278,29/05/2018 00:00,1.346,6.42,0.866,0.754,0.991,108.619,1298.7,1.332,3.727,1.302,7.846,67.816,8.286,4.561,1.45,19.853,62.868,8.949,1084.965,3.754,12.698,24.861
1279,30/05/2018 00:00,1.339,6.418,0.857,0.753,0.99,108.898,1301.4,1.32,3.724,1.288,7.847,67.439,8.183,4.468,1.431,19.749,62.142,8.808,1076.85,3.689,12.528,24.924
1280,31/05/2018 00:00,1.338,6.41,0.855,0.753,0.986,108.792,1300.0,1.322,3.724,1.296,7.844,67.447,8.179,4.53,1.429,19.911,62.385,8.817,1081.0,3.693,12.702,24.962
1281,01/06/2018 00:00,1.338,6.42,0.857,0.749,0.988,109.54,1294.8,1.321,3.766,1.296,7.846,66.915,8.186,4.651,1.432,19.939,62.295,8.821,1071.095,3.693,12.691,24.95
1282,04/06/2018 00:00,1.337,6.411,0.855,0.751,0.988,109.808,1293.1,1.307,3.745,1.293,7.846,67.068,8.12,4.588,1.423,20.082,61.985,8.758,1071.595,3.653,12.568,24.957
1283,05/06/2018 00:00,1.335,6.404,0.853,0.746,0.984,109.805,1298.5,1.312,3.809,1.297,7.847,67.075,8.111,4.598,1.423,20.431,61.707,8.751,1071.895,3.652,12.771,24.925
1284,06/06/2018 00:00,1.333,6.388,0.849,0.746,0.986,110.149,1297.1,1.304,3.849,1.295,7.847,66.85,8.081,4.564,1.421,20.31,61.802,8.732,1066.86,3.623,12.716,24.899
1285,07/06/2018 00:00,1.334,6.392,0.848,0.745,0.98,109.722,1298.8,1.312,3.909,1.298,7.846,67.45,8.058,4.488,1.422,20.481,62.407,8.699,1072.12,3.624,13.007,24.985
1286,08/06/2018 00:00,1.335,6.401,0.849,0.747,0.986,109.635,1298.1,1.315,3.707,1.294,7.848,67.515,8.053,4.474,1.421,20.29,62.33,8.709,1074.255,3.635,13.072,25.268
1287,11/06/2018 00:00,1.336,6.393,0.849,0.747,0.985,110.06,1298.9,1.314,3.709,1.299,7.846,67.505,8.042,4.524,1.423,20.589,62.802,8.662,1076.75,3.621,13.167,26.063
1288,12/06/2018 00:00,1.337,6.403,0.851,0.748,0.987,110.375,1295.1,1.32,3.717,1.302,7.848,67.625,8.052,4.593,1.427,20.705,63.099,8.644,1080.935,3.645,13.32,25.743
1289,13/06/2018 00:00,1.336,6.399,0.848,0.748,0.985,110.325,1296.9,1.32,3.721,1.298,7.847,67.515,8.015,4.664,1.424,20.655,62.5,8.613,1086.07,3.628,13.305,26.2
1290,14/06/2018 00:00,1.345,6.403,0.864,0.754,0.997,110.67,1304.0,1.338,3.806,1.311,7.849,68.02,8.128,4.733,1.436,20.866,62.528,8.74,1091.325,3.702,13.463,27.708
1291,15/06/2018 00:00,1.351,6.438,0.86,0.753,0.996,110.675,1274.9,1.343,3.73,1.321,7.849,68.3,8.148,4.73,1.439,20.627,63.162,8.786,1102.59,3.691,13.432,28.03
1292,18/06/2018 00:00,1.351,6.439,0.86,0.755,0.995,110.542,1276.2,1.347,3.75,1.32,7.85,68.055,8.127,4.704,1.442,20.519,63.407,8.815,1104.605,3.703,13.641,27.611
1293,19/06/2018 00:00,1.357,6.487,0.863,0.759,0.994,110.066,1275.6,1.355,3.746,1.329,7.849,68.065,8.186,4.742,1.449,20.531,63.863,8.897,1112.08,3.721,13.749,27.762
1294,20/06/2018 00:00,1.359,6.473,0.864,0.759,0.996,110.35,1271.2,1.357,3.769,1.331,7.847,68.065,8.181,4.733,1.457,20.372,63.595,8.885,1109.91,3.729,13.658,27.728
1295,21/06/2018 00:00,1.358,6.492,0.862,0.755,0.991,109.9,1267.2,1.356,3.767,1.332,7.846,67.82,8.124,4.73,1.456,20.314,64.05,8.893,1110.86,3.728,13.58,27.489
1296,22/06/2018 00:00,1.358,6.505,0.857,0.754,0.988,109.87,1267.4,1.344,3.785,1.328,7.848,67.865,8.095,4.677,1.448,20.013,63.2,8.855,1112.05,3.708,13.431,26.998
1297,25/06/2018 00:00,1.362,6.545,0.855,0.753,0.987,109.735,1265.6,1.348,3.777,1.329,7.848,68.38,8.103,4.683,1.451,19.886,62.782,8.849,1115.525,3.712,13.549,27.091
1298,26/06/2018 00:00,1.363,6.579,0.858,0.756,0.991,110.035,1256.6,1.353,3.798,1.33,7.85,68.385,8.129,4.616,1.46,19.953,63.1,8.882,1118.645,3.723,13.535,27.079
1299,27/06/2018 00:00,1.367,6.605,0.865,0.762,0.997,110.229,1252.8,1.362,3.862,1.333,7.848,68.929,8.189,4.621,1.471,20.172,63.114,8.97,1123.595,3.765,13.859,27.441
1300,28/06/2018 00:00,1.368,6.628,0.865,0.765,0.998,110.463,1247.8,1.36,3.863,1.326,7.848,68.811,8.192,4.591,1.48,19.727,63.259,9.026,1121.37,3.774,13.803,28.059
1301,29/06/2018 00:00,1.363,6.623,0.854,0.757,0.99,110.5,1251.3,1.351,3.877,1.315,7.848,68.44,8.146,4.587,1.476,19.912,62.706,8.945,1114.035,3.741,13.729,28.89
1302,02/07/2018 00:00,1.37,6.671,0.859,0.761,0.994,110.876,1240.1,1.363,3.911,1.319,7.844,68.68,8.177,4.619,1.49,19.956,63.427,8.968,1119.805,3.781,13.841,28.282
1303,03/07/2018 00:00,1.365,6.643,0.858,0.758,0.992,110.588,1251.6,1.355,3.895,1.315,7.845,68.85,8.138,4.67,1.481,19.5,63.134,8.837,1114.465,3.774,13.677,27.955
1304,04/07/2018 00:00,1.365,6.636,0.858,0.756,0.993,110.498,1259.9,1.355,3.914,1.315,7.843,68.99,8.112,4.667,1.478,19.436,63.36,8.789,1116.935,3.759,13.685,28.078
1305,05/07/2018 00:00,1.365,6.637,0.855,0.756,0.993,110.677,1257.3,1.354,3.931,1.314,7.847,69.03,8.065,4.599,1.474,19.225,63.14,8.768,1118.695,3.723,13.547,28.072
1306,06/07/2018 00:00,1.357,6.643,0.851,0.753,0.99,110.475,1254.3,1.346,3.863,1.309,7.849,68.765,8.031,4.573,1.462,19.045,62.947,8.724,1114.915,3.708,13.473,27.903
1307,09/07/2018 00:00,1.357,6.617,0.851,0.755,0.992,110.85,1258.0,1.34,3.873,1.312,7.848,68.662,8.026,4.737,1.463,19.195,62.541,8.726,1113.64,3.673,13.407,27.921
1308,10/07/2018 00:00,1.358,6.633,0.852,0.753,0.992,110.952,1253.8,1.346,3.816,1.313,7.848,68.859,8.021,4.715,1.466,18.955,61.811,8.743,1113.935,3.677,13.334,27.434
1309,11/07/2018 00:00,1.364,6.681,0.857,0.757,0.996,111.93,1242.8,1.358,3.875,1.321,7.849,68.86,8.108,4.925,1.481,19.098,62.399,8.817,1128.15,3.719,13.569,27.414
1310,12/07/2018 00:00,1.363,6.668,0.857,0.757,1.002,112.53,1245.0,1.35,3.882,1.316,7.849,68.46,8.11,4.856,1.476,18.98,62.253,8.871,1123.91,3.702,13.31,27.198
1311,13/07/2018 00:00,1.366,6.688,0.855,0.756,1.002,112.385,1239.6,1.347,3.851,1.317,7.85,68.505,8.118,4.854,1.479,18.887,62.59,8.885,1128.795,3.696,13.276,27.226
1312,16/07/2018 00:00,1.362,6.692,0.854,0.755,0.997,112.257,1238.1,1.348,3.863,1.314,7.849,68.75,8.1,4.849,1.476,18.819,62.349,8.819,1128.595,3.673,13.22,27.342
1313,17/07/2018 00:00,1.365,6.706,0.858,0.763,1.0,112.89,1225.4,1.354,3.838,1.32,7.849,68.59,8.151,4.803,1.475,18.896,62.641,8.841,1126.71,3.685,13.268,27.519
1314,18/07/2018 00:00,1.365,6.719,0.859,0.765,0.999,112.827,1226.3,1.352,3.852,1.317,7.85,68.7,8.168,4.796,1.471,18.881,63.045,8.861,1132.6,3.701,13.269,27.633
1315,19/07/2018 00:00,1.37,6.775,0.859,0.768,0.999,112.421,1228.0,1.359,3.83,1.326,7.85,68.94,8.233,4.813,1.482,19.057,63.626,8.913,1135.81,3.725,13.546,27.726
1316,20/07/2018 00:00,1.363,6.771,0.852,0.761,0.993,111.48,1230.3,1.349,3.769,1.315,7.85,68.745,8.176,4.793,1.47,19.024,63.469,8.852,1127.205,3.685,13.425,27.578
1317,23/07/2018 00:00,1.365,6.796,0.855,0.763,0.993,111.314,1224.0,1.355,3.786,1.317,7.848,68.975,8.198,4.738,1.474,18.908,63.077,8.86,1134.105,3.701,13.469,27.607
1318,24/07/2018 00:00,1.364,6.796,0.856,0.761,0.994,111.192,1225.2,1.348,3.749,1.316,7.846,68.825,8.183,4.886,1.47,18.897,63.332,8.822,1127.695,3.68,13.285,27.492
1319,25/07/2018 00:00,1.359,6.768,0.853,0.758,0.992,111.021,1231.1,1.342,3.691,1.305,7.846,68.87,8.136,4.796,1.462,18.684,62.816,8.757,1117.955,3.669,13.111,27.39
